full_text,cleasing,case_folding,normalisasi,tokenize,filtering/stopword removal,label
@OposisiCerdas Dalam cahaya keberanian Pak Anies adalah bintang yang menyinari langit malam! https://t.co/kKyeMCzNMB,Dalam cahaya keberanian Pak Anies adalah bintang yang menyinari langit malam,dalam cahaya keberanian pak anies adalah bintang yang menyinari langit malam,dalam cahaya keberanian pak anies adalah bintang yang menyinari langit malam,"['dalam', 'cahaya', 'keberanian', 'pak', 'anies', 'adalah', 'bintang', 'yang', 'menyinari', 'langit', 'malam']","['cahaya', 'keberanian', 'anies', 'bintang', 'menyinari', 'langit', 'malam']",Positif
Guys ak kalo bahas politik itu becanda yh. tapi klo nge-roasting mas Anies itu beneran. gelut yuk @alfarkive ak pendukung 02,Guys ak kalo bahas politik itu becanda yh tapi klo ngeroasting mas Anies itu beneran gelut yuk ak pendukung 02,guys ak kalo bahas politik itu becanda yh tapi klo ngeroasting mas anies itu beneran gelut yuk ak pendukung 02,guys ak kalau bahas politik itu becanda yh tapi kalau ngeroasting mas anies itu beneran gelut yuk ak pendukung 02,"['guys', 'ak', 'kalau', 'bahas', 'politik', 'itu', 'becanda', 'yh', 'tapi', 'kalau', 'ngeroasting', 'mas', 'anies', 'itu', 'beneran', 'gelut', 'yuk', 'ak', 'pendukung', '02']","['guys', 'ak', 'bahas', 'politik', 'becanda', 'yh', 'ngeroasting', 'mas', 'anies', 'beneran', 'gelut', 'yuk', 'ak', 'pendukung', '02']",Negatif
@Fahrihamzah yakali hari gini masih dukung prabowo rugi donkk. mending yg pasti kayak anies aja https://t.co/8SjoG6mEG8,yakali hari gini masih dukung prabowo rugi donkk mending yg pasti kayak anies aja,yakali hari gini masih dukung prabowo rugi donkk mending yg pasti kayak anies aja,yakali hari gini masih dukung prabowo rugi donkk mending yang pasti kayak anies aja,"['yakali', 'hari', 'gini', 'masih', 'dukung', 'prabowo', 'rugi', 'donkk', 'mending', 'yang', 'pasti', 'kayak', 'anies', 'aja']","['yakali', 'gini', 'dukung', 'prabowo', 'rugi', 'donkk', 'mending', 'kayak', 'anies', 'aja']",Positif
@heiyou840 @Bull_winner Itu ada link nya percuma debat Ama pendukung Anies. Baru 3 kata lucu Film ini netral yg buat aja dari fraksi pekaes Ama pe de i pe wkwk di akhir video ada salam 4 jari wkwkw. Kerja kelompok nih ye,Itu ada link nya percuma debat Ama pendukung Anies Baru 3 kata lucu Film ini netral yg buat aja dari fraksi pekaes Ama pe de i pe wkwk di akhir video ada salam 4 jari wkwkw Kerja kelompok nih ye,itu ada link nya percuma debat ama pendukung anies baru 3 kata lucu film ini netral yg buat aja dari fraksi pekaes ama pe de i pe wkwk di akhir video ada salam 4 jari wkwkw kerja kelompok nih ye,itu ada link nya percuma debat ama pendukung anies baru 3 kata lucu film ini netral yang buat aja dari fraksi pekaes ama pe de i pe wkwk di akhir video ada salam 4 jari wkwkw kerja kelompok nih ye,"['itu', 'ada', 'link', 'nya', 'percuma', 'debat', 'ama', 'pendukung', 'anies', 'baru', '3', 'kata', 'lucu', 'film', 'ini', 'netral', 'yang', 'buat', 'aja', 'dari', 'fraksi', 'pekaes', 'ama', 'pe', 'de', 'i', 'pe', 'wkwk', 'di', 'akhir', 'video', 'ada', 'salam', '4', 'jari', 'wkwkw', 'kerja', 'kelompok', 'nih', 'ye']","['link', 'nya', 'debat', 'ama', 'pendukung', 'anies', '3', 'lucu', 'film', 'netral', 'aja', 'fraksi', 'pekaes', 'ama', 'pe', 'de', 'i', 'pe', 'wkwk', 'video', 'salam', '4', 'jari', 'wkwkw', 'kerja', 'kelompok', 'nih', 'ye']",Netral
@aniesbaswedan @raffimulyaa Tweet 2012 video jadul pak anies dari dulu sampai skrg konsisten dg ucapan dan tindakan ,Tweet 2012 video jadul pak anies dari dulu sampai skrg konsisten dg ucapan dan tindakan,tweet 2012 video jadul pak anies dari dulu sampai skrg konsisten dg ucapan dan tindakan,tweet 2012 video jadul pak anies dari dulu sampai skrg konsisten dg ucapan dan tindakan,"['tweet', '2012', 'video', 'jadul', 'pak', 'anies', 'dari', 'dulu', 'sampai', 'skrg', 'konsisten', 'dg', 'ucapan', 'dan', 'tindakan']","['tweet', '2012', 'video', 'jadul', 'anies', 'skrg', 'konsisten', 'dg', 'ucapan', 'tindakan']",Positif
@OposisiCerdas Komitmen Anies dalam memperjuangkan hak-hak rakyat menunjukkan kepeduliannya terhadap keadilan sosial https://t.co/8c1Ax1F3wy,Komitmen Anies dalam memperjuangkan hakhak rakyat menunjukkan kepeduliannya terhadap keadilan sosial,komitmen anies dalam memperjuangkan hakhak rakyat menunjukkan kepeduliannya terhadap keadilan sosial,komitmen anies dalam memperjuangkan hakhak rakyat menunjukkan kepeduliannya terhadap keadilan sosial,"['komitmen', 'anies', 'dalam', 'memperjuangkan', 'hakhak', 'rakyat', 'menunjukkan', 'kepeduliannya', 'terhadap', 'keadilan', 'sosial']","['komitmen', 'anies', 'memperjuangkan', 'hakhak', 'rakyat', 'kepeduliannya', 'keadilan', 'sosial']",Positif
@OposisiCerdas Bersama Pak Anies kita rajut impian membangun kota yang sejahtera! https://t.co/dcB6TgjaLN,Bersama Pak Anies kita rajut impian membangun kota yang sejahtera,bersama pak anies kita rajut impian membangun kota yang sejahtera,bersama pak anies kita rajut impian membangun kota yang sejahtera,"['bersama', 'pak', 'anies', 'kita', 'rajut', 'impian', 'membangun', 'kota', 'yang', 'sejahtera']","['anies', 'rajut', 'impian', 'membangun', 'kota', 'sejahtera']",Positif
lalu krn pas itu sibuk gw blm ngulik dia lbh lanjut lagi hingga akhir tahun lalu gw bener2 terpukau sm anies ketika nonton video yg dia jelasin jaklingko. Mnrt gw itu menunjukkan kemampuan retorika dan leadership yang buaguss bgt :') akhirnya baca2 deh tuduhan dan hoax ttg dia-,lalu krn pas itu sibuk gw blm ngulik dia lbh lanjut lagi hingga akhir tahun lalu gw bener2 terpukau sm anies ketika nonton video yg dia jelasin jaklingko Mnrt gw itu menunjukkan kemampuan retorika dan leadership yang buaguss bgt akhirnya baca2 deh tuduhan dan hoax ttg dia,lalu krn pas itu sibuk gw blm ngulik dia lbh lanjut lagi hingga akhir tahun lalu gw bener2 terpukau sm anies ketika nonton video yg dia jelasin jaklingko mnrt gw itu menunjukkan kemampuan retorika dan leadership yang buaguss bgt akhirnya baca2 deh tuduhan dan hoax ttg dia,lalu karena pas itu sibuk gw blm ngulik dia lbh lanjut lagi hingga akhir tahun lalu gw bener2 terpukau sm anies ketika nonton video yang dia jelasin jaklingko mnrt gw itu menunjukkan kemampuan retorika dan leadership yang buaguss bgt akhirnya baca2 deh tuduhan dan hoax ttg dia,"['lalu', 'karena', 'pas', 'itu', 'sibuk', 'gw', 'blm', 'ngulik', 'dia', 'lbh', 'lanjut', 'lagi', 'hingga', 'akhir', 'tahun', 'lalu', 'gw', 'bener2', 'terpukau', 'sm', 'anies', 'ketika', 'nonton', 'video', 'yang', 'dia', 'jelasin', 'jaklingko', 'mnrt', 'gw', 'itu', 'menunjukkan', 'kemampuan', 'retorika', 'dan', 'leadership', 'yang', 'buaguss', 'bgt', 'akhirnya', 'baca2', 'deh', 'tuduhan', 'dan', 'hoax', 'ttg', 'dia']","['pas', 'sibuk', 'gw', 'blm', 'ngulik', 'lbh', 'gw', 'bener2', 'terpukau', 'sm', 'anies', 'nonton', 'video', 'jelasin', 'jaklingko', 'mnrt', 'gw', 'kemampuan', 'retorika', 'leadership', 'buaguss', 'bgt', 'baca2', 'deh', 'tuduhan', 'hoax', 'ttg']",Positif
@armievikander @SumitroYoel Sebagai Muslim ikhtiar dlu kak baru serahkan hasilnya sama Sang Maha Kuasa. Pak Anies dan cak Imin juga sudah banyak ikhtiar dengan kampanye-nya dan sisanya tinggal berserah pada takdir. Bagi saya tinggal kencangkan doa untuk minta pemimpin yang baik bukan yang Dzalim,Sebagai Muslim ikhtiar dlu kak baru serahkan hasilnya sama Sang Maha Kuasa Pak Anies dan cak Imin juga sudah banyak ikhtiar dengan kampanyenya dan sisanya tinggal berserah pada takdir Bagi saya tinggal kencangkan doa untuk minta pemimpin yang baik bukan yang Dzalim,sebagai muslim ikhtiar dlu kak baru serahkan hasilnya sama sang maha kuasa pak anies dan cak imin juga sudah banyak ikhtiar dengan kampanyenya dan sisanya tinggal berserah pada takdir bagi saya tinggal kencangkan doa untuk minta pemimpin yang baik bukan yang dzalim,sebagai muslim ikhtiar dlu kak baru serahkan hasilnya sama sang maha kuasa pak anies dan cak imin juga sudah banyak ikhtiar dengan kampanyenya dan sisanya tinggal berserah pada takdir bagi saya tinggal kencangkan doa untuk minta pemimpin yang baik bukan yang dzalim,"['sebagai', 'muslim', 'ikhtiar', 'dlu', 'kak', 'baru', 'serahkan', 'hasilnya', 'sama', 'sang', 'maha', 'kuasa', 'pak', 'anies', 'dan', 'cak', 'imin', 'juga', 'sudah', 'banyak', 'ikhtiar', 'dengan', 'kampanyenya', 'dan', 'sisanya', 'tinggal', 'berserah', 'pada', 'takdir', 'bagi', 'saya', 'tinggal', 'kencangkan', 'doa', 'untuk', 'minta', 'pemimpin', 'yang', 'baik', 'bukan', 'yang', 'dzalim']","['muslim', 'ikhtiar', 'dlu', 'kak', 'serahkan', 'hasilnya', 'sang', 'maha', 'kuasa', 'anies', 'cak', 'imin', 'ikhtiar', 'kampanyenya', 'sisanya', 'tinggal', 'berserah', 'takdir', 'tinggal', 'kencangkan', 'doa', 'pemimpin', 'dzalim']",Positif
@othemii_ Gue tu kadang sedih liat Pak Anies beliau selalu dituntut buat jadi sempurna 100% mau sm pendukungnya bahkan sm hattersnya sendiri. Salah ngomong aja uhhh digorengnya sampe gosong,Gue tu kadang sedih liat Pak Anies beliau selalu dituntut buat jadi sempurna 100 mau sm pendukungnya bahkan sm hattersnya sendiri Salah ngomong aja uhhh digorengnya sampe gosong,gue tu kadang sedih liat pak anies beliau selalu dituntut buat jadi sempurna 100 mau sm pendukungnya bahkan sm hattersnya sendiri salah ngomong aja uhhh digorengnya sampe gosong,gue tu kadang sedih liat pak anies beliau selalu dituntut buat jadi sempurna 100 mau sm pendukungnya bahkan sm hattersnya sendiri salah ngomong aja uhhh digorengnya sampe gosong,"['gue', 'tu', 'kadang', 'sedih', 'liat', 'pak', 'anies', 'beliau', 'selalu', 'dituntut', 'buat', 'jadi', 'sempurna', '100', 'mau', 'sm', 'pendukungnya', 'bahkan', 'sm', 'hattersnya', 'sendiri', 'salah', 'ngomong', 'aja', 'uhhh', 'digorengnya', 'sampe', 'gosong']","['gue', 'tu', 'kadang', 'sedih', 'liat', 'anies', 'beliau', 'dituntut', 'sempurna', '100', 'sm', 'pendukungnya', 'sm', 'hattersnya', 'salah', 'ngomong', 'aja', 'uhhh', 'digorengnya', 'sampe', 'gosong']",Negatif
Coba nonton desak Anies. Sikap beliau mengenai kelompok rentan sudah dijawab kok.,Coba nonton desak Anies Sikap beliau mengenai kelompok rentan sudah dijawab kok,coba nonton desak anies sikap beliau mengenai kelompok rentan sudah dijawab kok,coba nonton desak anies sikap beliau mengenai kelompok rentan sudah dijawab kok,"['coba', 'nonton', 'desak', 'anies', 'sikap', 'beliau', 'mengenai', 'kelompok', 'rentan', 'sudah', 'dijawab', 'kok']","['coba', 'nonton', 'desak', 'anies', 'sikap', 'beliau', 'kelompok', 'rentan']",Positif
@yshmne___ Kalau anies kalah lalu gabung rekonsiliasi jadi menteri? Jadi Allah ngapain dia? Politik itu masalah muamalah gak ada hub sama ibadah. Pendukung OI mana kan paling ngerti soal ginian orang kampanye undang malaikat jibril,Kalau anies kalah lalu gabung rekonsiliasi jadi menteri Jadi Allah ngapain dia Politik itu masalah muamalah gak ada hub sama ibadah Pendukung OI mana kan paling ngerti soal ginian orang kampanye undang malaikat jibril,kalau anies kalah lalu gabung rekonsiliasi jadi menteri jadi allah ngapain dia politik itu masalah muamalah gak ada hub sama ibadah pendukung oi mana kan paling ngerti soal ginian orang kampanye undang malaikat jibril,kalau anies kalah lalu gabung rekonsiliasi jadi menteri jadi allah ngapain dia politik itu masalah muamalah gak ada hub sama ibadah pendukung oi mana kan paling ngerti soal ginian orang kampanye undang malaikat jibril,"['kalau', 'anies', 'kalah', 'lalu', 'gabung', 'rekonsiliasi', 'jadi', 'menteri', 'jadi', 'allah', 'ngapain', 'dia', 'politik', 'itu', 'masalah', 'muamalah', 'gak', 'ada', 'hub', 'sama', 'ibadah', 'pendukung', 'oi', 'mana', 'kan', 'paling', 'ngerti', 'soal', 'ginian', 'orang', 'kampanye', 'undang', 'malaikat', 'jibril']","['anies', 'kalah', 'gabung', 'rekonsiliasi', 'menteri', 'allah', 'ngapain', 'politik', 'muamalah', 'gak', 'hub', 'ibadah', 'pendukung', 'oi', 'ngerti', 'ginian', 'orang', 'kampanye', 'undang', 'malaikat', 'jibril']",Netral
@geloraco Ayuklah kita tumbangkan rezim saat ini. namun apabila pak anies di curangi dan kalah kita berjuang melalui pak ganjar. https://t.co/G1paSpTq5T,Ayuklah kita tumbangkan rezim saat ini namun apabila pak anies di curangi dan kalah kita berjuang melalui pak ganjar,ayuklah kita tumbangkan rezim saat ini namun apabila pak anies di curangi dan kalah kita berjuang melalui pak ganjar,ayuklah kita tumbangkan rezim saat ini namun apabila pak anies di curangi dan kalah kita berjuang melalui pak  ,"['ayuklah', 'kita', 'tumbangkan', 'rezim', 'saat', 'ini', 'namun', 'apabila', 'pak', 'anies', 'di', 'curangi', 'dan', 'kalah', 'kita', 'berjuang', 'melalui', 'pak']","['ayuklah', 'tumbangkan', 'rezim', 'anies', 'curangi', 'kalah', 'berjuang']",Netral
Satu minggu sebelum debat pertama pilpres aku tuh bahkan GAK TAU ada manusia bernama Anies Baswedan. Siapa sih dia kok tiba-tiba nyapres?? Dan setelah debat wapres aku bahkan masih senang dan ngikutin semua twit Gibran HAHAH. Iya aku 02 harga mati. Tadinya.,Satu minggu sebelum debat pertama pilpres aku tuh bahkan GAK TAU ada manusia bernama Anies Baswedan Siapa sih dia kok tibatiba nyapres Dan setelah debat wapres aku bahkan masih senang dan ngikutin semua twit Gibran HAHAH Iya aku 02 harga mati Tadinya,satu minggu sebelum debat pertama pilpres aku tuh bahkan gak tau ada manusia bernama anies baswedan siapa sih dia kok tibatiba nyapres dan setelah debat wapres aku bahkan masih senang dan ngikutin semua twit gibran hahah iya aku 02 harga mati tadinya,satu minggu sebelum debat pertama pilpres aku tuh bahkan gak tau ada manusia bernama anies baswedan siapa sih dia kok tibatiba nyapres dan setelah debat wapres aku bahkan masih senang dan ngikutin semua twit gibran hahah iya aku 02 harga mati tadinya,"['satu', 'minggu', 'sebelum', 'debat', 'pertama', 'pilpres', 'aku', 'tuh', 'bahkan', 'gak', 'tau', 'ada', 'manusia', 'bernama', 'anies', 'baswedan', 'siapa', 'sih', 'dia', 'kok', 'tibatiba', 'nyapres', 'dan', 'setelah', 'debat', 'wapres', 'aku', 'bahkan', 'masih', 'senang', 'dan', 'ngikutin', 'semua', 'twit', 'gibran', 'hahah', 'iya', 'aku', '02', 'harga', 'mati', 'tadinya']","['minggu', 'debat', 'pilpres', 'tuh', 'gak', 'tau', 'manusia', 'bernama', 'anies', 'baswedan', 'sih', 'tibatiba', 'nyapres', 'debat', 'wapres', 'senang', 'ngikutin', 'twit', 'gibran', 'hahah', 'iya', '02', 'harga', 'mati']",Netral
@zuzufile ASLII DARI SEMUA PERBUATAN YANG ORANG BILANG TENTANG PAK ANIES INI YANG PALING NGENA ENERGI POSITIFNYA NYAMPE SINII,ASLII DARI SEMUA PERBUATAN YANG ORANG BILANG TENTANG PAK ANIES INI YANG PALING NGENA ENERGI POSITIFNYA NYAMPE SINII,aslii dari semua perbuatan yang orang bilang tentang pak anies ini yang paling ngena energi positifnya nyampe sinii,aslii dari semua perbuatan yang orang bilang tentang pak anies ini yang paling ngena energi positifnya nyampe sinii,"['aslii', 'dari', 'semua', 'perbuatan', 'yang', 'orang', 'bilang', 'tentang', 'pak', 'anies', 'ini', 'yang', 'paling', 'ngena', 'energi', 'positifnya', 'nyampe', 'sinii']","['aslii', 'perbuatan', 'orang', 'bilang', 'anies', 'ngena', 'energi', 'positifnya', 'nyampe', 'sinii']",Positif
@OposisiCerdas Di pelataran kehidupan hanya Pak Anies yang membawa bunga kejayaan! https://t.co/NjbWCMxCUT,Di pelataran kehidupan hanya Pak Anies yang membawa bunga kejayaan,di pelataran kehidupan hanya pak anies yang membawa bunga kejayaan,di pelataran kehidupan hanya pak anies yang membawa bunga kejayaan,"['di', 'pelataran', 'kehidupan', 'hanya', 'pak', 'anies', 'yang', 'membawa', 'bunga', 'kejayaan']","['pelataran', 'kehidupan', 'anies', 'membawa', 'bunga', 'kejayaan']",Positif
Gue yg minoritas aja muak sama politik identitas yg selalu disalahin ke anies emg kalo paslon lain udah jelas aman damai? Yg bermasalah kelompok tertentu dan udah dibubarin elu mah emg cuma benci anies tot pelihara aja tuh penyakit jelek sampe kena karma,Gue yg minoritas aja muak sama politik identitas yg selalu disalahin ke anies emg kalo paslon lain udah jelas aman damai Yg bermasalah kelompok tertentu dan udah dibubarin elu mah emg cuma benci anies tot pelihara aja tuh penyakit jelek sampe kena karma,gue yg minoritas aja muak sama politik identitas yg selalu disalahin ke anies emg kalo paslon lain udah jelas aman damai yg bermasalah kelompok tertentu dan udah dibubarin elu mah emg cuma benci anies tot pelihara aja tuh penyakit jelek sampe kena karma,gue yang minoritas aja muak sama politik identitas yang selalu disalahin ke anies emg kalau paslon lain udah jelas aman damai yang bermasalah kelompok tertentu dan udah dibubarin elu mah emg cuma benci anies tot pelihara aja tuh penyakit jelek sampe kena karma,"['gue', 'yang', 'minoritas', 'aja', 'muak', 'sama', 'politik', 'identitas', 'yang', 'selalu', 'disalahin', 'ke', 'anies', 'emg', 'kalau', 'paslon', 'lain', 'udah', 'jelas', 'aman', 'damai', 'yang', 'bermasalah', 'kelompok', 'tertentu', 'dan', 'udah', 'dibubarin', 'elu', 'mah', 'emg', 'cuma', 'benci', 'anies', 'tot', 'pelihara', 'aja', 'tuh', 'penyakit', 'jelek', 'sampe', 'kena', 'karma']","['gue', 'minoritas', 'aja', 'muak', 'politik', 'identitas', 'disalahin', 'anies', 'emg', 'paslon', 'udah', 'aman', 'damai', 'bermasalah', 'kelompok', 'udah', 'dibubarin', 'elu', 'mah', 'emg', 'benci', 'anies', 'tot', 'pelihara', 'aja', 'tuh', 'penyakit', 'jelek', 'sampe', 'kena', 'karma']",Negatif
@OposisiCerdas Anies adalah pemimpin yang visioner dan bertanggung jawab terhadap masa depan bangsa https://t.co/svGXkHyruZ,Anies adalah pemimpin yang visioner dan bertanggung jawab terhadap masa depan bangsa,anies adalah pemimpin yang visioner dan bertanggung jawab terhadap masa depan bangsa,anies adalah pemimpin yang visioner dan bertanggung jawab terhadap masa depan bangsa,"['anies', 'adalah', 'pemimpin', 'yang', 'visioner', 'dan', 'bertanggung', 'jawab', 'terhadap', 'masa', 'depan', 'bangsa']","['anies', 'pemimpin', 'visioner', 'bertanggung', 'bangsa']",Positif
@ccacon wkkwkw pdhl kalo ajudan masih mending ajudan pak anies https://t.co/eDVRASGVE7,wkkwkw pdhl kalo ajudan masih mending ajudan pak anies,wkkwkw pdhl kalo ajudan masih mending ajudan pak anies,wkkwkw pdhl kalau ajudan masih mending ajudan pak anies,"['wkkwkw', 'pdhl', 'kalau', 'ajudan', 'masih', 'mending', 'ajudan', 'pak', 'anies']","['wkkwkw', 'pdhl', 'ajudan', 'mending', 'ajudan', 'anies']",Netral
@Ndons_Back @99propaganda @bengkeldodo @are_inismyname @florieliciouss @Bank_Joee_ @BANGSAygSUJUD @AditBandit234 @Lembayung071 @P4P4B0W0_2024 @cuitcuap_ Lebih rame jis lah kalo sampe anies kalah pun saya mending dukung 03 aja https://t.co/gCVZhgyPUi,Lebih rame jis lah kalo sampe anies kalah pun saya mending dukung 03 aja,lebih rame jis lah kalo sampe anies kalah pun saya mending dukung 03 aja,lebih rame jis lah kalau sampe anies kalah pun saya mending dukung 03 aja,"['lebih', 'rame', 'jis', 'lah', 'kalau', 'sampe', 'anies', 'kalah', 'pun', 'saya', 'mending', 'dukung', '03', 'aja']","['rame', 'jis', 'sampe', 'anies', 'kalah', 'mending', 'dukung', '03', 'aja']",Netral
gue liat Pak Anies tuh kaya ada harapan buat org miskin kaya gue gue ga butuh bansos gue ga butuh dikasihanin. gue butuh kesempatan untuk maju. dibanding bansos harga sembako dimurahkan dan umr dinaikkan jauh lebih membantu buat gue.,gue liat Pak Anies tuh kaya ada harapan buat org miskin kaya gue gue ga butuh bansos gue ga butuh dikasihanin gue butuh kesempatan untuk maju dibanding bansos harga sembako dimurahkan dan umr dinaikkan jauh lebih membantu buat gue,gue liat pak anies tuh kaya ada harapan buat org miskin kaya gue gue ga butuh bansos gue ga butuh dikasihanin gue butuh kesempatan untuk maju dibanding bansos harga sembako dimurahkan dan umr dinaikkan jauh lebih membantu buat gue,gue liat pak anies tuh kaya ada harapan buat org miskin kaya gue gue ga butuh bantuan sosial gue ga butuh dikasihanin gue butuh kesempatan untuk maju dibanding bantuan sosial harga sembako dimurahkan dan umr dinaikkan jauh lebih membantu buat gue,"['gue', 'liat', 'pak', 'anies', 'tuh', 'kaya', 'ada', 'harapan', 'buat', 'org', 'miskin', 'kaya', 'gue', 'gue', 'ga', 'butuh', 'bantuan', 'sosial', 'gue', 'ga', 'butuh', 'dikasihanin', 'gue', 'butuh', 'kesempatan', 'untuk', 'maju', 'dibanding', 'bantuan', 'sosial', 'harga', 'sembako', 'dimurahkan', 'dan', 'umr', 'dinaikkan', 'jauh', 'lebih', 'membantu', 'buat', 'gue']","['gue', 'liat', 'anies', 'tuh', 'kaya', 'harapan', 'org', 'miskin', 'kaya', 'gue', 'gue', 'ga', 'butuh', 'bantuan', 'sosial', 'gue', 'ga', 'butuh', 'dikasihanin', 'gue', 'butuh', 'kesempatan', 'maju', 'dibanding', 'bantuan', 'sosial', 'harga', 'sembako', 'dimurahkan', 'umr', 'dinaikkan', 'membantu', 'gue']",Positif
