full_text,label,analisis,alasan kuat,
@TeddGus @ganjarpranowo Gaa trs lahh Anies menang 1 putaran jika kalah baru memilih Ganjar Pranowo gak dulu PS https://t.co/CM5kYRZ9jC,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan keyakinan untuk kemenangannya.,Frasa “Anies menang 1 putaran” menunjukkan dukungan dan apresiasi terhadap Anies.,
Anies doang? cak imin kagak nich? wkwkwkwk,Netral,Tweet ini hanya berkomentar tentang pasangan calon tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang pasangan calon.",
@MurtadhaOne1 Sy pilih pak Anies Muhaimin untuk yg masih punya nalar,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan pilihannya.,Frasa “Sy pilih pak Anies Muhaimin” menunjukkan dukungan dan apresiasi terhadap Anies.,
@TajukPolitik Apa yg akan di lakukan pertama kali jika pak Anies menjadi Presiden 2024 https://t.co/1pnzqpxwUI,Netral,Tweet ini hanya berkomentar tentang rencana tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang rencana.",
Kampanye terakhir di JIS dari paslon 01 Anies - Muhaimin (AMIN) Membludak luar begitu besar. Hal ini membuktikan bahwa antusias masyarakat dengan suara perubahan begitu besar. #01AMINwinElection @aniesbaswedan @cakimiNOW https://t.co/xImyCRH0o9,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan antusiasme masyarakat.,Frasa “antusias masyarakat dengan suara perubahan begitu besar” menunjukkan dukungan dan apresiasi terhadap Anies.,
@RianSap71792878 @Alie_Fahnoor Gak ah Klo Anies kalah ntar yg nangis ya pendukung prabowo ,Netral,Tweet ini hanya berkomentar tentang kemungkinan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang kemungkinan.",
@Bisniscom Paslon 03 aja deh kalo sampai pak Anies nantinya kalah di putaran pertama https://t.co/2dfNvcqb6b,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
@SOBAT_ANIES Margahayu Raya Bandung #01AMINwinElection,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “#01AMINwinElection” menunjukkan dukungan dan apresiasi terhadap Anies.,
@CNNIndonesia Gak banget jawabannya kayak gini. kayak gini mau jadi pemimpin kita ??? aku ogahhh ogahhh. ada yg lebih pantas seperti pak anies. apabila kalah beliau ita serahkan ke pak ganjar yah diputaran kedua. https://t.co/5UOdD1DsNS,Negatif,Tweet ini menunjukkan kritik terhadap calon lain dengan menyebutkan bahwa Anies lebih pantas.,Frasa “ada yg lebih pantas seperti pak anies” menunjukkan sentimen negatif terhadap calon lain.,
@itsindahg beras mahal langka masi aja bacotin ginian mulu dah dibilangin ga terbukti zaman anies masiii aja,Negatif,Tweet ini menunjukkan kritik terhadap orang yang memberikan sentimen negatif terhadap Anies.,Frasa “dah dibilangin ga terbukti zaman anies” menunjukkan sentimen negatif terhadap kritik tersebut.,
@AbdulRachimmks Wkwkwkwk jgn tanya knp sy g akan pilih anies,Negatif,Tweet ini menunjukkan kritik terhadap Anies dengan nada sarkastik.,Frasa “jgn tanya knp sy g akan pilih anies” menunjukkan sentimen negatif terhadap Anies.,
@geloraco emang pak anies ngapain deh kocak lu lapor lapor mulu,Negatif,Tweet ini menunjukkan kritik terhadap Anies dengan nada sarkastik.,Frasa “emang pak anies ngapain deh kocak lu lapor lapor mulu” menunjukkan sentimen negatif terhadap Anies.,
@bengkeldodo @Ndons_Back @BANGSAygSUJUD @Bank_Joee_ @Alie_Fahnoor @99propaganda @PartaiSocmed @AndreasSolusi @Kimberley_PS08 @are_inismyname @Lembayung071 Makannya sih anies selalu menyinggung rekam jejak ternyata emang sepengaruhnya apalagi terkait kebijakan,Netral,Tweet ini hanya berkomentar tentang rekam jejak tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang rekam jejak.",
Eh btw di tiktok rame bgt yg live pagi2 banjir di jakarta dgn narasi nyalahin anies,Negatif,Tweet ini menunjukkan kritik terhadap Anies dengan menyebutkan narasi negatif di TikTok.,Frasa “narasi nyalahin anies” menunjukkan sentimen negatif terhadap Anies.,
Hari Ini Anies dan Keluarga Nyoblos di TPS 060 Lebak Bulus https://t.co/CCeIymAvfc,Netral,Tweet ini hanya memberikan informasi tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya informasi tentang kegiatan.",
@tvOneNews Saya lebih mau pak Anies lahh yang menang tapi kalo kalah saya pro Ganjar saja https://t.co/TEuK1ywUnZ,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “Saya lebih mau pak Anies lahh yang menang” menunjukkan dukungan dan apresiasi terhadap Anies.,
Prabowo Anies atau Ganjar? Bersandarkan tinjauan pendapat minggu lalu Prabowo mampu memperoleh lebih 50 peratus undi sekali gus membolehkannya menang dalam pusingan pertama. #sinarharian #Pemilu https://t.co/gE8hE7eLLU,Netral,Tweet ini hanya memberikan informasi tentang hasil tinjauan pendapat tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya informasi tentang hasil tinjauan pendapat.",
@Muhammad_Saewad kritik pak anies sampe seakan2 dia kedip aja salah di mata gue,Negatif,Tweet ini menunjukkan kritik terhadap orang yang memberikan sentimen negatif terhadap Anies dengan nada sarkastik.,Frasa “seakan2 dia kedip aja salah di mata gue” menunjukkan sentimen negatif terhadap kritik tersebut.,
@SOBAT_ANIES Bismillah ya Allah #01AMINwinElection,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “Bismillah ya Allah” menunjukkan dukungan dan apresiasi terhadap Anies.,
@DokterTifa Yang paling best sih anies ya dari pada paslonnya lain.. Tpi kalo sampe kalah aku lebih baik dukung 03 aja deh https://t.co/PA4lHwtIUO,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan keyakinan terhadap kemampuannya.,Frasa “Yang paling best sih anies” menunjukkan dukungan dan apresiasi terhadap Anies.,
padahal puan sama anies samaÂ² mau gibran jadi cawapres mereka ,Netral,Tweet ini hanya berkomentar tentang fakta tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang fakta.",
14 Februari 2024 di Temani Rintik Hujan Optimis Abah Awali Subuh ==== #aniesbaswedan #aniesmuhaimin2024 #anies #aminajadulu #viral #tiktok #AMINmenang Serangan Close The Door Tidur Bobo Coblos Dirty Vote Santri ==== https://t.co/2lQ98thDcK,Netral,Tweet ini hanya memberikan informasi tentang kegiatan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya informasi tentang kegiatan.",
@Pu33823100Putra @MohammadAfiyan2 @tekarok007 @aerotzz @Xabaram0m0 Menghabiskan energi utk mengedukasi si Anies punya program Indonesia Mengajar pasti lebih lelah yoo tim nya utk mengedukasi gerbong buzzerRp.,Netral,Tweet ini hanya berkomentar tentang program tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang program.",
@Aya_Iyeu @Yudistira0970 @FeniRose_ Pak Haji Madani sedianya ditunjuk gubernur Anies bikin pengajian subuh se jakarta di stadion JIS... Beliau ketua pengajian subuh se Jaksel Depok Cuma sayang tertunda pandemi dll Kurasa kalo pilih AMIN DPD nya ya pilih beliau,Netral,Tweet ini hanya memberikan informasi tentang kegiatan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya informasi tentang kegiatan.",
Apa pertama yg akan di lakukan jika pak Anies menjadi Presiden 2024 https://t.co/DOhy90AULD,Netral,Tweet ini hanya mengajukan pertanyaan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pertanyaan.",
 Insya Alloh amiin presiden for Indonesia 2024 ğŸ‡®ğŸ‡©ğŸ‡®ğŸ‡© Anies Baswedan is the best ...2024 AMMIINN.... ğŸ‡®ğŸ‡©ğŸ‡®ğŸ‡©ğŸ‡®ğŸ‡©,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “Anies Baswedan is the best” menunjukkan dukungan dan apresiasi terhadap Anies.,
@VIVAcoid Di awal mari kita pilih Pak Anies tetapi jika tidak berhasil di putaran kedua kita pilih Pak Ganjar jangan sampai yang 02. https://t.co/BvbMOHYfym,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
@geloraco Pak Anies Cak Imin,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan pilihannya.,Frasa “Pak Anies Cak Imin” menunjukkan dukungan dan apresiasi terhadap Anies.,
@AbdulRachimmks Kreatif banget bjir jadi Anies Khan wkwk ngakak tapii baguss ada aja ide nya ,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan kreativitasnya.,Frasa “Kreatif banget bjir jadi Anies Khan” menunjukkan dukungan dan apresiasi terhadap Anies.,
@liputan6dotcom Pro Anies Muhaimin lebih terjamin yok berikan dukungan https://t.co/un4JMzGpoB,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan keyakinan terhadap kemampuannya.,Frasa “Pro Anies Muhaimin lebih terjamin” menunjukkan dukungan dan apresiasi terhadap Anies.,
Plot twistsnya anies yg menang 1 putaran,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “anies yg menang 1 putaran” menunjukkan dukungan dan apresiasi terhadap Anies.,
@SOBAT_ANIES Jatim #AMINmenang #01AMINwinElection,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “#AMINmenang #01AMINwinElection” menunjukkan dukungan dan apresiasi terhadap Anies.,
@DokterTifa Emang paling bener anies sih.. Kalo sampe kalah sih lebih baik saya dukung paslonnya 03 lebih jelas dan tegas https://t.co/jFxqZnKCua,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan keyakinan terhadap kemampuannya.,Frasa “Emang paling bener anies sih” menunjukkan dukungan dan apresiasi terhadap Anies.,
@SOBAT_ANIES Kita Butuh Pemimpin bukan Pekerja #AMINmenang #01AMINwinElection https://t.co/Eykn4kxVIA,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “#AMINmenang #01AMINwinElection” menunjukkan dukungan dan apresiasi terhadap Anies.,
@VIVAcoid Pilih Pak Anies dulu ya di putaran pertama tapi kalau tidak tenang saja Pak Ganjar ada di putaran kedua yang penting bukan yang 02. https://t.co/XZvJFCggTY,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
Kalau bukan pak Anies yang menang hari ini semangat untuk berusaha lebih keras 5 tahun lagi teman teman as a freshgraduate. Politik,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “semangat untuk berusaha lebih keras 5 tahun lagi” menunjukkan dukungan dan apresiasi terhadap Anies.,
@VIVAcoid Selalu Anies sih tapi kalo kalah ganjar better tuh https://t.co/jfk1m9oNo4,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan keyakinan terhadap kemampuannya.,Frasa “Selalu Anies sih” menunjukkan dukungan dan apresiasi terhadap Anies.,
@tvOneNews Memang begitu klakuan pak anies... Ketika gubernur juga sama..... Karna gak semua kesorot media aja..... Selain hamble dia sangat pedulian ampe ke kalangan rakyat kecil... Jadi gak heran dengan berita ini,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan sikapnya yang peduli.,Frasa “dia sangat pedulian ampe ke kalangan rakyat kecil” menunjukkan dukungan dan apresiasi terhadap Anies.,
@tjita_soedisman @r3nhartono Bkn masalah islaminya. Tp pak Anies pny aura positif dan nganggep rekan kerja itu setara kedudukannya selalu di support. Pak Anies bukan tipe orang yg Alfa/ mendominasi. Jd Cak Imin jg pny panggung sbgai cawapres.,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan aura positif dan sikapnya yang mendukung rekan kerja.,Frasa “pak Anies pny aura positif” menunjukkan dukungan dan apresiasi terhadap Anies.,
kata gue yang bilang anies cm janji manis ntu org2 yang jauh dr jkt wkwkwkwkkwkwk gapernah maen ke jkt cm kemakan farming tiktok,Negatif,Tweet ini menunjukkan kritik terhadap orang yang memberikan sentimen negatif terhadap Anies dengan nada sarkastik.,Frasa “cm janji manis ntu org2 yang jauh dr jkt” menunjukkan sentimen negatif terhadap kritik tersebut.,
@VIVAcoid Di putaran pertama mari kita teken Pak Anies tapi kalau gak menang di putaran kedua kita pilih Pak Ganjar yang jelas bukan yang 02. https://t.co/g1MlseynWZ,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
Menjelang pemungutan suara pilpres 2024 capres nomor urut 1 Anies Baswedan akan melakukan pencoblosan di TPS 60 Lebak Bulus Jakarta Selatan Rabu (14/2) pagi. Ard #BeritaElshinta https://t.co/BRuL58CzCC,Netral,Tweet ini hanya memberikan informasi tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya informasi tentang kegiatan.",
Tolong TKN ...laporin bang sandi neeh yg sudah kasih note positif sama dengan yg lain Anies Muhaimin dll. Berani ga...jangan asal bacot dan lapor lawan spt banci,Negatif,Tweet ini menunjukkan kritik terhadap tindakan tertentu dengan nada kasar.,Frasa “jangan asal bacot dan lapor lawan spt banci” menunjukkan sentimen negatif terhadap tindakan tersebut.,
Today is the day Insya Allah with all the power and grace of Allah. Masyarakat Indonesia akan mendapatkan pemimpin yang hebat dan luar biasa. Aku punya nazzar kalau Pak Anies dan Cak Imin yang menang aku bakalan bagi bagi snack ke anak anak sekitar rumah #nazarpemilu,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “Masyarakat Indonesia akan mendapatkan pemimpin yang hebat dan luar biasa” menunjukkan dukungan dan apresiasi terhadap Anies.,
@VIVAcoid Putaran pertama kita pilih Pak Anies kalau tidak putaran kedua kita pilih Pak Ganjar jangan sampai yang 02 masuk. https://t.co/uGwgtcDrWb,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
gue baru aja nonton vid pak anies diwawancara wartawan yg tentang blio dilaporin ke bawaslu asli gue kalo jadi blio uda cape bgt anjir ,Netral,Tweet ini hanya berkomentar tentang wawancara tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang wawancara.",
@zainul_munas @aniesbaswedan @cakimiNOW AMIN kan indonesia untuk perubahan 2024 Anies Presiden,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “AMIN kan indonesia untuk perubahan 2024” menunjukkan dukungan dan apresiasi terhadap Anies.,
@tvOneNews Tetep pro Ganjar jika pak Anies tidak ada harapan maaf dulu gk milih 02 https://t.co/zKxgVuhMjs,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
@SOBAT_ANIES Salam perubahan #01AMINwinElection ,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “Salam perubahan” menunjukkan dukungan dan apresiasi terhadap Anies.,
@sophiamega Bukannya pendukung mas Anies adalah mantan die hard-nya pak Gemoy. Politik memang di luar nalar dan logika sih.,Netral,Tweet ini hanya berkomentar tentang pendukung tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang pendukung.",
anies menunjukkan sbg umat islam yang baik dibilang terlalu agamais dan politik identitas. anies ngeresmiin gereja gereja dituduh udh dibaptis jd yohanes. kata gue ya pak anies jan diem diem aja napa sekali kali teriak ANJIIIINGGG ,Netral,Tweet ini menunjukkan kritik terhadap orang yang memberikan sentimen negatif terhadap Anies dengan nada marah.,Frasa “anies menunjukkan sbg umat islam yang baik” menunjukkan sentimen netral terhadap Anies.,
@BANGSAygSUJUD Semoga pilihanku setelah yg terbaik menurut Allah. Yaitu Abah anies Tp kalo ga ganjar juga gpp deh https://t.co/nepiyejS2L,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “Semoga pilihanku setelah yg terbaik menurut Allah” menunjukkan dukungan dan apresiasi terhadap Anies.,
@VIVAcoid Yuk di putaran awal kita pilih Pak Anies tetapi kalau enggak berjalan kita ada Pak Ganjar di putaran selanjutnya 02 bukan pilihannya. https://t.co/teI1PSIdnN,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
@MasBRO_back Hahaha bohong di video itu Prabowo yang banyak dipilih. Para pekerja di Malaysia banyak bilang di video banyak nama Anies itu hoax. Nama Prabowo yang banyak digaungkan. Lagian para TKI/TKW lebih pro ke Prabowo karna lebih banyak bantu mereka,Netral,Tweet ini hanya berkomentar tentang fakta tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang fakta.",
@belfast_skk @sadbiitchie @sophiamega aku ss tunjukin masa kepemimpinan pak anies udah habis terus ngeles lagi sampe akhirnya dia udah ya aku gak mau bahas politik ,Netral,Tweet ini hanya berkomentar tentang masa kepemimpinan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang masa kepemimpinan.",
Saya suka pendukung anies yg bgini adem.,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan sikap pendukungnya.,Frasa “Saya suka pendukung anies yg bgini adem” menunjukkan dukungan dan apresiasi terhadap Anies.,
@VIVAcoid Pilih Pak Anies dulu ya di putaran pertama tapi kalau tidak tenang saja Pak Ganjar ada di putaran kedua yang penting bukan yang 02. https://t.co/3mR5UafbDT,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
@BukhariSutrisno @2komaini_ahmad4 @cakimiNOW @aniesbaswedan Anies satu-satunya politisi yg gak bisa dipegang parpol. Karir politik nya ajaib mendobrak hegemoni.,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan karir politiknya yang luar biasa.,Frasa “Karir politik nya ajaib mendobrak hegemoni” menunjukkan dukungan dan apresiasi terhadap Anies.,
