created_at,full_text,username,label_manually,analisis
Tue Feb 13 23:42:28 +0000 2024,@DokterTifa Paslon 02 lagi panik jelas saya lebih baik dukung 01 yang pasti... Kalo kalah pun lebih baik pak Ganjar https://t.co/D3SUokqRKy,Arabamarm,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:42:18 +0000 2024,@VIVAcoid Ketimbang milih kosong dua yg aku hilang respect mending ganjar buat option misalkan Abah Anies gagal https://t.co/jaFQzoDQJO,bryanabr2,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:42:06 +0000 2024,TPD Ganjar-Mahfud Kerahkan Ratusan Ribu Relawan di TPS se-Jatim https://t.co/14epMiue2C,GesuriID,Netral,Tweet ini memberikan informasi tentang relawan tanpa menunjukkan dukungan atau kritik yang jelas.
Tue Feb 13 23:42:01 +0000 2024,Ganjar-Mahfud: contoh bahwa politik bisa damai dan santai . Kesejahteraan berlipat ganda Indonesia Makmur Sentosa @RiyanGumelarS #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/OG9FzPNv89,rfzastwnnn,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka membawa kesejahteraan.
Tue Feb 13 23:41:58 +0000 2024,Anjay ganjar jadi presiden diluar negri yg lantik kim jong un,PapzLif23,Negatif,Tweet ini menyatakan kritik terhadap Ganjar dengan menyebutkan bahwa dia dilantik oleh Kim Jong Un.
Tue Feb 13 23:41:56 +0000 2024,Pak Ganjar - Pak Mahfud mengingatkan bahwa partisipasi aktif di TPS merupakan bentuk nyata dari kedewasaan politik. Gandakan Kesejahteraan Raih Kemakmuran Berkelanjutan @holicxi_ #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/crOtSnlDVe,ReskiAd9,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka membawa kesejahteraan.
Tue Feb 13 23:41:39 +0000 2024,Sip ganjar ganjar dah...gpp,mpeyoppa,Netral,Tweet ini menyatakan dukungan singkat terhadap Ganjar tanpa menunjukkan emosi yang jelas.
Tue Feb 13 23:41:37 +0000 2024,Listrik Gratis salah satu inisiatif nyata Mas Ganjar-Prof Mahfud memberikan kehidupan yang lebih baik @y_genk #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/KNk4POj63X,w4wanadiii,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka memberikan kehidupan yang lebih baik.
Tue Feb 13 23:41:34 +0000 2024,Wkwkwk klo emng prabowo menang paling pak ganjar bakal jadi oposisi bersama pdip,Vzchartv,Netral,"Tweet ini menyatakan kemungkinan Ganjar menjadi oposisi jika Prabowo menang, tanpa menunjukkan dukungan atau kritik yang jelas."
Tue Feb 13 23:41:27 +0000 2024,Ember. Pokoknya jerman tuh basis banteng ganjar punya. Kakak gue pun milih ganjar. Luar biasa ,ultrafenq,Positif,Tweet ini mendukung Ganjar dengan menyatakan bahwa Jerman adalah basis pendukung Ganjar dan memuji pilihan kakaknya.
Tue Feb 13 23:41:14 +0000 2024,harusnya cak imin sama pak ganjar kemarin nonton ini...,mazazeeh,Netral,Tweet ini memberikan saran tanpa menunjukkan dukungan atau kritik yang jelas terhadap Ganjar.
Tue Feb 13 23:41:13 +0000 2024,@BANGSAygSUJUD Pilihanku tetap Abah Anies Kalo kalah ganjar bsa jd option sih dr yg lain https://t.co/JtKlBvoclT,bryanabr2,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:41:10 +0000 2024,Selain menyebar rilis atau interview media. Saya cukup sering menerima tantangan debat/diskusi baik sebagai caleg Perindo maupun Jubir Ganjar-Mahfud. Dialog seperti ini selain sarana kampanye gagasan bagi saya tapi juga bisa membantu edukasi politik lebih luas dan murah https://t.co/1wVWc2pW4c,manikmarganam,Positif,"Tweet ini menunjukkan keterlibatan aktif dalam kampanye dan edukasi politik, serta dukungan terhadap Ganjar-Mahfud."
Tue Feb 13 23:41:09 +0000 2024,Jangan lewatkan kesempatan ini ajak keluarga teman dan tetangga untuk Vot3 Lov3 B3rsama GanjardanMahfud. Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @greentearm #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/mhEDZAoKoz,juniafijarrr1,Positif,Tweet ini mengajak orang untuk mendukung Ganjar-Mahfud dengan menyebutkan bahwa Ganjar merakyat dan berbuat lebih demi rakyat.
Tue Feb 13 23:41:06 +0000 2024,Simak diskusinya bersama Captain Timnas Anies-Muhaimin M. Syaugi Ketua Tim Kampanye Prabowo-Gibran Rosan Roeslani Ketua Tim Pemenangan Ganjar-Mahfud Arsjad Rasjid dan Sekjen Partai Koalisi dalam #SatuMejaTheForum Spesial Pemilu PILIHAN RAKYAT MENANG TERHORMAT Rabu 14 https://t.co/BCXLQxWxsA,KompasTV,Netral,"Tweet ini menginformasikan tentang diskusi politik yang melibatkan berbagai tokoh, tanpa menunjukkan dukungan atau penolakan terhadap salah satu pihak."
Tue Feb 13 23:40:55 +0000 2024,Ganjar-Mahfud tim pemenang yang membawa semangat baru. Ganjar Pranowo hanya yang terbaik untuk rakyat @dsns182344 #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/U37VyH1Ta9,Julietamariee,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan semangat baru dan yang terbaik untuk rakyat.
Tue Feb 13 23:40:54 +0000 2024,@VIVAcoid Ganjar Mahfud anti kendorr,intancantik6565,Positif,Tweet ini menunjukkan dukungan terhadap Ganjar-Mahfud dengan menyebutkan bahwa mereka tidak mudah menyerah.
Tue Feb 13 23:40:50 +0000 2024,@DokterTifa Kasih tetap dukung dan pilih anies tetapi jika di putaran pertama sampe kalah ya lebih jelas dukung pak Ganjar dari pada yang lain https://t.co/Q6QFEdswLm,aryozakii,Netral,Tweet ini menunjukkan sikap netral dengan menyebutkan dukungan alternatif jika calon utama kalah.
Tue Feb 13 23:38:56 +0000 2024,Pak Ganjar - Pak Mahfud menampilkan komitmen yang kuat kepada warga Semarang dalam hajatan rakyat mereka . Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @AMohars69 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/ib21ZA5KMG,ekiwahyuuu,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan komitmen kuat dan merakyat.
Tue Feb 13 23:38:46 +0000 2024,Prabowo Anies atau Ganjar? Bersandarkan tinjauan pendapat minggu lalu Prabowo mampu memperoleh lebih 50 peratus undi sekali gus membolehkannya menang dalam pusingan pertama. #sinarharian #Pemilu https://t.co/gE8hE7eLLU,SinarOnline,Netral,Tweet ini menginformasikan hasil tinjauan pendapat tanpa menunjukkan dukungan atau penolakan terhadap salah satu calon.
Tue Feb 13 23:38:46 +0000 2024,@Decimeqe23 @labriuraa @ahmahmNiam @YourDearCrush98 @rumyblue lu ngomongin UU itu ranahnya lebih DPR dan ya itu kelemahan jokowi gara2 dia bukan ketua partai jadi megawati masih berkuasa soal itu lu mau nyalahin jokowi masalah UU tapi ujungnya dukung ganjar ya sama aja tai bakal kayak gitu wong DPR nya bakal sama dari PDIP,Oatmealcrackers,Negatif,Tweet ini menunjukkan ketidakpuasan dan kritik terhadap dukungan Ganjar dengan menyebutkan kelemahan sistem politik.
Tue Feb 13 23:38:45 +0000 2024,Ayo wujudkan Indon3sia yang lebih baik dengan memberikan Vot3 Lov3 untuk Mas Ganjar &amp; Pak Mahfud. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @hakimkunn #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/vdcayYgz3Y,okylestariiii1,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan bahwa mereka berhak mendapatkan yang terbaik.
Tue Feb 13 23:38:40 +0000 2024,@BanyoeBiroe0708 @mbienyambay2 Pokok e coblos 03 .Ganjar-Mahfud ,Prasety253,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan untuk memilih mereka.
Tue Feb 13 23:38:27 +0000 2024,Mas Ganjar selalu bikin hati adem dengan sikap santuy dan terbuka dalam perb3daan . Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @ryujeansukaday6 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/eamAlt20NU,chelseabelleryy,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar dengan menyebutkan sikap santai dan terbuka.
Tue Feb 13 23:37:51 +0000 2024,@VIVAcoid Mulai dengan Pak Anies dulu di putaran pertama tapi kalau tidak Pak Ganjar siap di putaran kedua jangan sampai yang 02 masuk. https://t.co/pYfPD3yDWu,goodaykulin,Netral,Tweet ini menunjukkan sikap netral dengan menyebutkan dukungan alternatif jika calon utama kalah.
Tue Feb 13 23:37:49 +0000 2024,@ganjarpranowo Pak Ganjar : maaf sy golput karena sistem yg tidak membolehkan saya mencoblos saya &amp; keluarga tidak terdaftar sebagai DPT. Sy dr Brebes.,izzul_muzakki,Negatif,Tweet ini menunjukkan ketidakpuasan terhadap sistem pemilu yang tidak membolehkan mencoblos.
Tue Feb 13 23:37:43 +0000 2024,Pak Ganjar - Pak Mahfud memberikan arah baru bagi politik di Kota Semarang melalui hajatan rakyat . Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @xxsaaxxx #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/jtgAzOpeCK,SalmaMauliida,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan arah baru dan merakyat.
Tue Feb 13 23:37:43 +0000 2024,@Bisniscom Saya sih lebih baik dukung 01 bissmillah 1 putaran.. Namun kalo sampai kalah sih jelas saya dukung saja pak Ganjar https://t.co/dt17ayEr5F,kikiriskio2,Netral,Tweet ini menunjukkan sikap netral dengan menyebutkan dukungan alternatif jika calon utama kalah.
Tue Feb 13 23:37:22 +0000 2024,Belum terlihat ada aktifitas di kediaman calon presiden 03 Ganjar Pranowo jelang keberangkatan menuju lokasi TPS 11 Kelurahan Lempongsari Semarang Rabu (14/2) pagi. Irf #BeritaElshinta https://t.co/9m34k9TOVM,RadioElshinta,Netral,Tweet ini menginformasikan tentang situasi di kediaman Ganjar Pranowo tanpa menunjukkan dukungan atau penolakan.
Tue Feb 13 23:37:11 +0000 2024,@VIVAcoid Di awal mari kita pilih Pak Anies tetapi jika tidak berhasil di putaran kedua kita pilih Pak Ganjar jangan sampai yang 02. https://t.co/BvbMOHYfym,heyhilminow,Netral,Tweet ini menunjukkan sikap netral dengan menyebutkan dukungan alternatif jika calon utama kalah.
Tue Feb 13 23:37:10 +0000 2024,Pemilih diluar negeri cerminan kemenangan 03 itu fakta orang waras pasti pilih Ganjar-Mahfud. #GanjarPresidenRakyat #MahfudPembelaRakyat #GanjarMahfud2024 https://t.co/NyrXDunLGo,triwul82,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan bahwa pemilih luar negeri memilih mereka.
Tue Feb 13 23:36:52 +0000 2024,tetap 01 disaat keluarga gue nyuruh milih ganjar. ASAL BUKAN 02 GUE UDAH LEGA,odetoscoupss,Netral,Tweet ini menunjukkan sikap netral dengan menyebutkan dukungan alternatif jika calon utama kalah.
Tue Feb 13 23:36:49 +0000 2024,@Ghurem2 Sangat berharap Ganjar-Mahfud ..RI1 &amp; RI2 .,Prasety253,Positif,Tweet ini menunjukkan harapan kuat terhadap Ganjar-Mahfud untuk menjadi presiden dan wakil presiden.
Tue Feb 13 23:36:22 +0000 2024,Harapan Rakyat Untuk Ganjar-Mahfud! #VOT3LOV3 #SAV3LOV3VOT3LOV3 #SayaPilihGanjar #GanjarPresidenRakyat #MahfudPembelaRakyat #GanjarMahfud2024 https://t.co/dhpV4XF7Ex,titot_hendrito8,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan harapan rakyat.
Tue Feb 13 23:36:15 +0000 2024,Ganjar Pranowo &amp; Prof Mahfud memimpin dalam perolehan suara di luar N3geri menegaskan bahwa mereka adalah pasangan yang diharapkan oleh yarakat Indonesia di mancanegara menurut exit poll. Tiga Kali Lebih Sejahtera Indonesia Jaya! #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/wVwFhF4Opc,hiiaamar,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan hasil exit poll yang positif.
Tue Feb 13 23:36:10 +0000 2024,@KompasTV Makin yakin dukung Ganjar-Mahfud,yasayaaR71615,Positif,Tweet ini menunjukkan keyakinan kuat dalam mendukung Ganjar-Mahfud.
Tue Feb 13 23:36:09 +0000 2024,@VIVAcoid Pilih Pak Anies dulu ya di putaran pertama tapi kalau tidak tenang saja Pak Ganjar ada di putaran kedua yang penting bukan yang 02. https://t.co/XZvJFCggTY,olaineharyanto,Netral,Tweet ini menunjukkan sikap netral dengan menyebutkan dukungan alternatif jika calon utama kalah.
Tue Feb 13 23:36:02 +0000 2024,Beda paslon tetap satu bangsa bersama Ganjar-Mahfud . Ganjar Pranowo hanya yang terbaik untuk rakyat @sangpencariww #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/SUqgyiHrTk,dareendhy,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan persatuan bangsa.
Tue Feb 13 23:36:01 +0000 2024,pede amat najis lagian gw yakin abah sama pak ganjar gamau kali join kabinet yg lu anggep paling oke itu,alvrazolam,Negatif,Tweet ini menunjukkan ketidakpuasan dan kritik terhadap dukungan Ganjar dengan menyebutkan ketidaksetujuan.
Tue Feb 13 23:36:01 +0000 2024,Harapan Rakyat Untuk Ganjar-Mahfud! #VOT3LOV3 #SAV3LOV3VOT3LOV3 #SayaPilihGanjar #GanjarPresidenRakyat #MahfudPembelaRakyat #GanjarMahfud2024 https://t.co/1CzqkHJSF8,titot_hendrito8,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan harapan rakyat.
Tue Feb 13 23:35:59 +0000 2024,Suara merdu persatuan dan keadilan yang diusung oleh Ganjar - Mahfud menggema di seluruh pelosok Semarang . Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @zeezaMbem #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/50CDlLvH4H,IrwanRiianto,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan persatuan dan keadilan.
Tue Feb 13 23:35:54 +0000 2024,Gw vote Ganjar karena kalo Ganjar menang situs bokep nggak diblokir jadi ga usah pake VPN lagi trus internet positif dimusnahkan karena memang internet positif cuman membuat lu mendownload VPN doang. https://t.co/XCFcvAmxxk,KingKambving,Negatif,Tweet ini menunjukkan ketidakpuasan terhadap kebijakan internet dengan menyebutkan alasan yang tidak relevan.
Tue Feb 13 23:35:53 +0000 2024,@VIVAcoid Selalu Anies sih tapi kalo kalah ganjar better tuh https://t.co/jfk1m9oNo4,KenRsyid,Netral,Tweet ini menunjukkan sikap netral dengan menyebutkan dukungan alternatif jika calon utama kalah.
Tue Feb 13 23:35:52 +0000 2024,Gas terus Suara rakyat harus dihitung dengan jujur. Ganjar Pranowo hanya yang terbaik untuk rakyat @shenuyann #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/t1hXjK6O4e,NYulinda9,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan kejujuran suara rakyat.
Tue Feb 13 23:35:46 +0000 2024,Harapan Rakyat Untuk Ganjar-Mahfud! #VOT3LOV3 #SAV3LOV3VOT3LOV3 #SayaPilihGanjar #GanjarPresidenRakyat #MahfudPembelaRakyat #GanjarMahfud2024 https://t.co/escgVwZ27y,titot_hendrito8,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan harapan rakyat.
Tue Feb 13 23:35:39 +0000 2024,@VIVAcoid Di putaran pertama mari kita teken Pak Anies tapi kalau gak menang di putaran kedua kita pilih Pak Ganjar yang jelas bukan yang 02. https://t.co/g1MlseynWZ,geaars1,Netral,Tweet ini menunjukkan sikap netral dengan menyebutkan dukungan alternatif jika calon utama kalah.
Tue Feb 13 23:35:12 +0000 2024,@FahmiAgustian heran msh saja ada yg ngira mega main 2 x hnya krn ga pecat jokowi? Knp pertanyaan ga dibalik Jokowi yg main 2x krn ga berani tegas mundur..knp Jkw mrencanakan kecurangan masif dn melemahkan suara Ganjar dn pdip terang terangan. didepan kamera mrk bersaing diblakang bermanuver,ariyfebri1,Negatif,Tweet ini menunjukkan ketidakpuasan dan kritik terhadap Jokowi dan dukungan Ganjar dengan menyebutkan kecurangan.
Tue Feb 13 23:35:08 +0000 2024,@VIVAcoid Putaran pertama kita pilih Pak Anies kalau tidak putaran kedua kita pilih Pak Ganjar jangan sampai yang 02 masuk. https://t.co/uGwgtcDrWb,monitashining,Netral,Tweet ini menunjukkan sikap netral dengan menyebutkan dukungan alternatif jika calon utama kalah.
Tue Feb 13 23:35:06 +0000 2024,@tvOneNews Tetep pro Ganjar jika pak Anies tidak ada harapan maaf dulu gk milih 02 https://t.co/zKxgVuhMjs,FzQinara,Netral,Tweet ini menunjukkan sikap netral dengan menyebutkan dukungan alternatif jika calon utama kalah.
Tue Feb 13 23:34:59 +0000 2024,Kemenangan di pemungutan suara Int3rnasional adalah tonggak penting dalam perjalanan politik Ganjar Pranowo &amp; Prof Mahfud menuju kursi presiden. Ganjar Pranowo terbukti lebih baik @LaVieEnMelody #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/1R1ifous59,mawarsiskat,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan kemenangan di pemungutan suara internasional.
Tue Feb 13 23:34:53 +0000 2024,ibuku pilih ganjar krna ibuku PNS padahal tanteku PNS jg tp pilih 01,royalkyro,Netral,Tweet ini menunjukkan sikap netral dengan menyebutkan perbedaan pilihan dalam keluarga.
Tue Feb 13 23:34:51 +0000 2024,Ganjar-Mahfud: bukti bahwa politik bisa menjadi ajang silaturahmi yang menyenangkan . Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @savralash #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/FCJpPdNH3H,fadhlyyf,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan bahwa politik bisa menjadi ajang silaturahmi yang menyenangkan.
Tue Feb 13 23:34:48 +0000 2024,Hajatan Rakyat di Semarang menjadi momen bersejarah yang menunjukkan bahwa Ganjar - Mahfud memiliki basis yang kuat di Jawa Tengah . Kesejahteraan berkali lipat Indonesia Hebat ! @_lovingjaem #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/RYUu2dXI1r,AyuSahdila,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan basis yang kuat di Jawa Tengah.
Tue Feb 13 23:34:46 +0000 2024,Stimulan RTLH Mas Ganjar-Prof Mahfud tuntaskan rumah tidak layak huni kebahagiaan pulang @00_00oclock_ #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/jGdhSiAK7y,ksm4watiii,Positif,Tweet ini menunjukkan dukungan terhadap program Ganjar-Mahfud dalam menuntaskan rumah tidak layak huni.
Tue Feb 13 23:34:43 +0000 2024,@BANGSAygSUJUD Semoga pilihanku setelah yg terbaik menurut Allah. Yaitu Abah anies Tp kalo ga ganjar juga gpp deh https://t.co/nepiyejS2L,KenRsyid,Netral,Tweet ini menunjukkan sikap netral dengan menyebutkan dukungan alternatif jika calon utama kalah.
Tue Feb 13 23:34:40 +0000 2024,Kepemimpinan Mas Ganjar dan Prof Mahfud yang mengedepankan integritas menjadi inspirasi bagi generasi mendatang. Ganjar Pranowo terbukti lebih baik @SilvaDara90 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/dwakm9LcRX,RizalApriz7,Positif,Tweet ini menunjukkan dukungan kuat terhadap kepemimpinan Ganjar-Mahfud dengan menyebutkan integritas dan inspirasi.
Tue Feb 13 23:34:35 +0000 2024,@VIVAcoid Yuk di putaran awal kita pilih Pak Anies tetapi kalau enggak berjalan kita ada Pak Ganjar di putaran selanjutnya 02 bukan pilihannya. https://t.co/teI1PSIdnN,varinachu1,Netral,Tweet ini menunjukkan sikap netral dengan menyebutkan dukungan alternatif jika calon utama kalah.
Tue Feb 13 23:34:25 +0000 2024,Bawa Ganjar-Mahfud ke Istana mari kita mulai perubahan. Bersama Ganjar kita sejahtera @Dsprtama_ #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/yd4kqL7EBi,nabilladewiii,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan perubahan dan kesejahteraan.
Tue Feb 13 23:34:25 +0000 2024,Ganjar-Mahfud duo yang keren dan penuh semangat. Ganjar Pranowo terbukti lebih baik @dokyeomji #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/aK2cvMR2XV,budiiipras,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan semangat dan keunggulan.
Tue Feb 13 23:34:21 +0000 2024,@ganjarpranowo bangun tidur terus ngopi lanjut mandi langsung berangkat ke tps coblos ganjar kembali pulang tunggu hasil perhitungan ,LeiaLestari,Netral,Tweet ini menunjukkan aktivitas sehari-hari tanpa menunjukkan dukungan atau penolakan yang jelas.
Tue Feb 13 23:33:46 +0000 2024,@rumyblue Iya udah bagus tapi akhir2 aturan diacak2 utk anaknya..biar dilanjutin pak ganjar,kahveci28557097,Negatif,Tweet ini menunjukkan ketidakpuasan terhadap aturan yang diubah untuk kepentingan tertentu.
Tue Feb 13 23:33:45 +0000 2024,Sungguh menggembirakan melihat dukungan kuat dari warga kita di luar negeri untuk Mas Ganjar dan Prof Mahfud. Kesejahteraan berlipat ganda Indonesia Makmur Sentosa @LESSERAVlNE #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/42ESvD2DgX,rusdiaditiya,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan dukungan dari luar negeri.
